Name,Price,Score,Description
Hostal Flat55Madrid,€ 324,8.0,"Este luminoso y colorido hostal te permitirá disfrutar del ambiente animado y cosmopolita de Madrid. Se sirve el desayuno todos los días.

Las modernas habitaciones con aire acondicionado del hostal Hostal Flat55Madrid presentan un diseño elegante y contemporáneo que contribuye al ambiente joven de la propiedad. Las comodidades modernas incluyen televisores con reproductores de DVD. Algunos baños son compartidos y hay wifi en todo el establecimiento.

El Hostal Flat55Madrid se encuentra en el centro histórico de la ciudad, que data del siglo XIX, cerca de las calles comerciales más importantes que hay alrededor de Gran Vía y Fuencarral."
Dear Hotel Madrid,€ 613,8.8,"El Dear Hotel Madrid es un establecimiento boutique situado en el centro de Madrid, en la Gran Vía, a 1 minuto a pie de la estación de metro Plaza de España. Ofrece terraza, restaurante y piscina pequeña en la azotea.

Dispone de habitaciones luminosas y elegantes con WiFi de alta velocidad gratuita, aire acondicionado y TV de pantalla plana de 40 pulgadas con canales vía satélite. Todas son amplias, están insonorizadas e incluyen caja fuerte, minibar con agua mineral gratuita, altavoz para teléfonos inteligentes y set de té/café. El baño privado cuenta con ducha de efecto lluvia, albornoz, zapatillas y artículos de aseo exclusivos gratuitos.

El restaurante salón Nice to Meet You, situado en la planta 14, sirve cocina cosmopolita y contemporánea en un ambiente relajado. Ofrece cócteles y música y goza de espectaculares vistas panorámicas a Madrid. Cada mañana se sirve un desayuno buffet exclusivo.

Se facilita servicio de habitaciones las 24 horas.

El Palacio Real de Madrid está a 10 minutos a pie. La Puerta del Sol y la Plaza Mayor se hallan a 15 minutos a pie. El aeropuerto Adolfo Suárez Madrid-Barajas queda a 21 km."
Catalonia Gran Vía Madrid,€ 590,8.7,"El Catalonia Gran Vía Madrid tiene terraza con piscina y vistas a la Gran Vía. Hay WiFi gratuita y gimnasio pequeño. Se halla en el centro de Madrid, entre la Puerta del Sol y la plaza de Cibeles.

Este edificio con encanto, construido en 1917, tiene hermosas ventanas con vidrieras. Las habitaciones presentan una decoración en tonos neutros y disponen de Smart TV con canales vía satélite y dispositivo Chromecast. El baño privado incluye secador de pelo.

El restaurante sirve platos mediterráneos e internacionales. El bar del hotel sirve un desayuno buffet, además de una amplia gama de cócteles. El hotel también cuenta con salón y zona de internet.

El Catalonia Gran Vía Madrid se encuentra a menos de 10 minutos a pie del Museo Reina Sofía, del Museo del Prado y del Museo Thyssen-Bornemisza. La estación de tren de Atocha (servicio AVE de alta velocidad) queda a 20 minutos a pie."
Apartamentos Soho Boutique Hoy No Me Puedo Levantar,€ 535,8.5,"Apartamentos Soho Boutique Hoy No Me Puedo Levantar se encuentra en Madrid, a 4 min a pie de Gran Vía y a 500 metros del centro, y ofrece alojamiento con aire acondicionado, wifi gratis y centro de fitness.

El apartamento ofrece TV de pantalla plana y baño privado con artículos de aseo gratuitos, secador de pelo y ducha. Algunas unidades también tienen una cocina equipada con nevera, horno y microondas.

Cerca del alojamiento hay puntos de interés como Estación de metro Gran Vía, Estación de metro Plaza de España y Museo Thyssen-Bornemisza. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Hostal Madrid Sol,€ 342,8.0,"El Madrid Sol se encuentra a tan solo 2 minutos a pie de la animada calle de las Huertas y a 5 minutos a pie de la Puerta del Sol, y ofrece habitaciones luminosas y modernas, con aire acondicionado, baño privado y conexión WiFi gratuita.

Las habitaciones del Madrid Sol tienen suelo de parquet, decoración moderna, TV de pantalla plana, nevera y baño de colores vivos con ducha, artículos de aseo gratuitos, secador de pelo y espejo de tocador.

Hay un gran número de tiendas, cafeterías y restaurantes alrededor de la plaza de Santa Ana y en el barrio de las Letras.

La estación de metro Puerta del Sol está a escasos 5 minutos a pie, y el Museo del Prado se halla a menos de 10 minutos a pie. La Gran Vía queda a 500 metros del Madrid Sol."
Gran View Apartments,€ 512,8.8,"Gran View Apartments está en Madrid, a 3 min a pie de Gran Vía y a 400 metros del centro, y ofrece alojamiento con aire acondicionado, wifi gratis y piscina de temporada al aire libre. Hay parking privado en el propio alojamiento.

Cada unidad dispone de cocina con nevera y lavavajillas, además de caja fuerte, TV de pantalla plana por cable, accesorios para planchar, escritorio y zona de estar con sofá cama. Hay un baño privado con ducha y artículos de aseo gratuitos en cada unidad, además de secador de pelo.

El apartahotel ofrece centro de fitness.

Gran View Apartments dispone de terraza, además de salón de uso común.

Cerca del alojamiento hay puntos de interés como Estación de metro Gran Vía, Estación de metro Plaza de España y Museo Thyssen-Bornemisza. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Catalonia Plaza Mayor,€ 580,9.0,"El elegante Catalonia Plaza Mayor, que se encuentra en el centro de Madrid, está a 600 m de la plaza Mayor y a 10 minutos a pie de los museos del Prado y Thyssen-Bornemisza. Cuenta con gimnasio, bañera de hidromasaje y WiFi gratuita.

Las habitaciones están decoradas en tonos neutros y cuentan con muebles modernos y TV de pantalla plana. El baño es privado e incluye secador de pelo.

Los fines de semana, el Hotel Catalonia Plaza Mayor sirve un desayuno buffet hasta las 12:00.

El establecimiento se encuentra a solo 200 metros de los populares bares de tapas y restaurantes de la plaza Santa Ana. La estación de metro de Antón Martín queda a 300 metros del establecimiento, y la estación de tren de Atocha está a 1 km. El parque de El Retiro está a 15 minutos a pie.
Todas las habitaciones del hotel tienen Smart TV con Chromecast."
Hostal Adis,€ 462,8.4,"El Hostal Adis se encuentra en el centro de Madrid, a solo 200 metros de Puerta del Sol. Hay recepción 24 horas y WiFi gratuita.

Las habitaciones tienen aire acondicionado, suelo de baldosa, calefacción, balcón, escritorio, TV de pantalla plana y baño privado con bañera y artículos de aseo.

En las inmediaciones hay multitud de tiendas, bares y restaurantes.

El Museo del Prado está a 10 minutos a pie."
Hotel Princesa Plaza Madrid,€ 533,8.2,
Hostal La Vera,€ 305,8.3,"Este bonito establecimiento ocupa un edificio del siglo XIX que fue propiedad de los Duques de Santoña, a 100 metros de la estación de metro de Antón Martín, y ofrece una zona con conexión WiFi gratuita y habitaciones confortables.

Las luminosas habitaciones del Hostal La Vera presentan una decoración sencilla y disponen de calefacción central, TV y baño privado o compartido.

Los huéspedes podrán desayunar en la cafetería del hotel, situada a 2 minutos a pie. El establecimiento se encuentra a 5 minutos a pie de varios bares, restaurantes y tiendas y a 8 minutos a pie de la Puerta del Sol y la Plaza Mayor.

La Vera goza de una ubicación ideal, a 10 minutos a pie del famoso Triángulo del Arte y a 15 minutos a pie del Palacio Real y la Catedral de Madrid. La estación de metro y tren de Atocha AVE se encuentra a 10 minutos a pie."
Urban Inn Madrid,€ 165,7.3,"Urban Inn Madrid se encuentra en el centro de Madrid, a 7 min a pie de Gran Vía, yofrece habitaciones con aire acondicionado y wifi gratis. El alojamiento está a unos 3 min a pie de Estación de metro Plaza de España, a 1 km de Templo de Debod y a 11 min a pie de Royal Palace of Madrid. Este alojamiento libre de humo se encuentra a 9 min a pie de Estación de metro Gran Vía.

Las unidades de este alojamiento están equipadas con hervidor. Las habitaciones de este alojamiento tienen baño compartido con ducha y artículos de aseo gratuitos, y también ofrecen vistas a la ciudad. Las habitaciones incluyen ropa de cama.

En recepción se hablan varios idiomas, como inglés y español.

Cerca del alojamiento hay puntos de interés como Museo Thyssen-Bornemisza, Mercado de San Miguel y Plaza Mayor de Madrid. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 19 km."
Hostal Inn Madrid,€ 560,8.4,"El Hostal Inn Madrid se encuentra a 50 metros de la Gran Vía madrileña. Ofrece una recepción abierta las 24 horas y habitaciones modernas con aire acondicionado, conexión WiFi gratuita y TV de pantalla plana.

Las habitaciones presentan una decoración alegre, en tonos rojos y blancos. Disponen de escritorio, suelo de madera y baño privado con secador de pelo y artículos de aseo.

El Hostal Inn Madrid está a pocos pasos de numerosos bares, tiendas y restaurantes. Además, en una cafetería cercana se sirve un desayuno que incluye bebidas calientes, zumo de naranja y bollería, tostadas o churros. Se encuentra frente a un gran centro comercial de El Corte Inglés.

Hay mostrador de información turística y se puede llegar a pie a muchos lugares de interés de la ciudad. La Plaza Mayor y el Museo del Prado se hallan a 10 minutos a pie."
ITC Infantas by Soho Boutique,€ 618,8.2,"El ITC Infantas by Soho Boutique está ubicado en Madrid, a pocos metros de la Gran Vía, rodeado de los restaurantes y bares de la popular zona de Chueca. Ofrece WiFi gratuita en todas las instalaciones.

Las habitaciones de este encantador edificio del siglo XIX están equipadas con aire acondicionado, TV de pantalla plana, caja fuerte para ordenador portátil y baño grande con artículos de aseo. También hay una carta de almohadas y servicio de habitaciones 24 horas.

En la recepción 24 horas hay un mostrador de información turística con servicio de alquiler de coches y bicicletas e información sobre la zona. También se ofrece un ordenador de uso gratuito.

El ITC Infantas by Soho Boutique se encuentra a solo 500 metros de la Puerta del Sol y a 700 metros del Museo del Prado y del Museo Thyssen-Bornemisza. Las estaciones de metro Banco de España y Gran Vía quedan a unos 200 metros."
,,,
Hostal Royal Cruz,€ 414,9.0,"Hostal Royal Cruz está muy bien situado en el barrio de Centro de Madrid, Madrid, a 14 min a pie de Museo Reina Sofía, a 900 metros de Museo Thyssen-Bornemisza y a 8 min a pie de Gran Vía. Este hostal o pensión de 3 estrellas ofrece salón de uso común y tiene habitaciones con aire acondicionado, wifi gratis y baño privado. El alojamiento está a 400 metros del centro de la ciudad y a 8 min a pie de Estación de metro Gran Vía.

En el hostal o pensión, cada habitación tiene escritorio y TV de pantalla plana. Todas las habitaciones están equipadas con caja fuerte, algunas ofrecen balcón y otras también disponen de vistas a la ciudad. En Hostal Royal Cruz, las habitaciones disponen de ropa de cama y toallas.

El personal de la recepción habla tanto inglés como español y estará encantado de ayudar en cualquier momento.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta de Toledo. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Prado Rooms 46 - Darya Living,€ 421,7.9,"Prado Rooms 46 - Darya Living es un alojamiento bien situado en Madrid que ofrece salón de uso común, wifi gratis y habitaciones con aire acondicionado. El alojamiento está a unos 6 min a pie de Estación de tren de Atocha, a 1,3 km de Parque de El Retiro y a 1,7 km de Plaza Mayor de Madrid. Este alojamiento libre de humo está a 4 min a pie de Museo Reina Sofía.

Las unidades de este alojamiento están equipadas con TV de pantalla plana y caja fuerte. El baño privado está equipado con ducha, artículos de aseo gratuitos y secador de pelo. En el hostal o pensión, cada habitación cuenta con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Mercado de San Miguel, Puerta de Toledo y Museo Thyssen-Bornemisza. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km."
,€ 536,8.8,"Ikonik Gran Vía es un alojamiento bien ubicado en el centro de Madrid que ofrece desayuno buffet y wifi gratis en todo el alojamiento. Este hotel de 4 estrellas ofrece servicio de habitaciones y recepción 24 horas. Algunas habitaciones del alojamiento incluyen un balcón con vistas a la ciudad.

En el hotel, todas las habitaciones tienen escritorio. Las habitaciones del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas de las habitaciones tienen terraza. En Ikonik Gran Vía, cada habitación incluye ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Gran Vía, Estación de metro Gran Vía y Estación de metro Plaza de España. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Hotel Santo Domingo,€ 472,7.6,"El Hotel Santo Domingo se encuentra en pleno centro de Madrid, a 150 metros de la Gran Vía y la estación de metro Santo Domingo. Tiene terraza solárium en la azotea con piscina y vistas a la ciudad. Las habitaciones presentan una decoración individual y están equipadas con WiFi gratuita.

El establecimiento consta de 2 zonas comunicadas, el edificio principal y el edificio anexo. La terraza, abierta durante todo el año, tiene vistas impresionantes a Madrid y sirve cócteles.

Hay aparcamiento público y servicio de enlace con el aeropuerto, este último disponible por un suplemento.


El Hotel Santo Domingo se encuentra a 5 minutos a pie de la famosa Puerta del Sol y a unos 800 metros de la plaza Mayor y el Palacio Real. El Museo del Prado, el parque del Retiro y el estadio Santiago Bernabéu quedan a 15 minutos en metro del hotel."
Ok Hostel Madrid,€ 600,9.0,"El Ok Hostel Madrid está situado en Madrid, a 200 metros de la estación de metro de La Latina, y ofrece alojamiento y WiFi gratuita en todas sus instalaciones. Además, alberga un bar y una cocina compartida.

El establecimiento dispone de habitaciones privadas con cama doble, TV de pantalla plana, escritorio y baño, así como habitaciones compartidas para 4 o 6 personas con literas, taquillas y baño.

Hay una cocina compartida y un salón común.

El Ok Hostel Madrid se encuentra a 5 minutos a pie de varios bares, restaurantes y tiendas. Además, se halla a 700 metros de la Plaza Mayor y de la Puerta del Sol y a 14 km del aeropuerto Adolfo Suárez Madrid-Barajas."
Room Mate Mario,€ 447,8.7,"Este hotel de diseño está situado en el centro de Madrid, al lado de la plaza de la Ópera y a 200 metros del Palacio Real. Ofrece habitaciones elegantes de diseño vanguardista con WiFi gratuita y TV vía satélite.

Las habitaciones del Room Mate Mario son muy modernas y están equipadas con aire acondicionado, calefacción y TV de pantalla plana. El baño privado también presenta un diseño interesante e incluye secador de pelo.

Todos los días se sirve un desayuno buffet. A menos de 10 minutos a pie del alojamiento se encuentran numerosos restaurantes locales.

El Room Mate Mario cuenta con recepción 24 horas y el personal puede ayudar con la reserva de billetes o restaurantes.

La Puerta del Sol está a 7 minutos a pie. Este alojamiento se sitúa a 50 metros de la estación de metro Ópera y a solo 5 minutos del Triángulo del Arte."
CavaBajaSuites,€ 575,9.5,"CavaBajaSuites está en el centro de Madrid, a 5 min a pie de Plaza Mayor de Madrid y a 400 metros de Mercado de San Miguel, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. También hay nevera, microondas y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Puerta del Sol, Puerta de Toledo y Estación de metro Plaza de España. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Hostal Oriente,€ 384,8.6,"Hotel situado en el centro de Madrid, cerca de lugares tan famosos como el Teatro Real y la Catedral de la Almudena. Las habitaciones disponen de cuarto de baño privado y conexión inalámbrica a internet de cortesía.

Está muy bien situado para visitar Madrid y disfrutar de su encanto. Se encuentra a pocos pasos de una parada de metro, Opera, por lo que podrá moverse fácilmente por toda la capital. Desde el hotel también podrá llegar a pie a varios lugares de interés como el Palacio Real y sus impresionantes jardines.

El Oriente dispone de habitaciones con cuartos de baño de mármol y una decoración encantadora. El mobiliario y las camas de madera se complementan con bonitas telas que crean un ambiente acogedor.

En la zona común del hotel hay una máquina expendedora de bebidas calientes y frías."
Axel Hotel Madrid - Adults Only,€ 524,8.3,"El Axel Hotel Madrid - Adults Only está situado en el centro de Madrid y ofrece alojamiento a 15 minutos a pie de Chueca, un barrio conocido por su ambiente LGBT y su oferta de ocio. El hotel también es hetero friendly.

Todas las habitaciones de este hotel son elegantes y disponen de aire acondicionado y TV. Las habitaciones disponen de baño privado con artículos de aseo gratuitos, albornoces y secador de pelo.

El Axel Hotel Madrid alberga un restaurante que ofrece un enfoque moderno de la comida local. En la azotea hay una terraza con sky bar y una piscina con vistas impresionantes a la ciudad. El hotel también cuenta con una coctelería.

El Axel Hotel San Sebastián está abierto a la diversidad y enfocado a la comunidad LGTBIQ+.

El Axel Hotel Madrid - Adults Only está a 600 metros de la Plaza Mayor y a 15 minutos a pie de la estación de tren de Atocha. El aeropuerto Adolfo Suárez Madrid-Barajas, ubicado a 13 km del Axel Hotel Madrid - Adults Only, es el más cercano."
Hostal Milan,€ 439,8.3,"El Hostal Milan está situado en el centro de Madrid, a 50 metros de la Gran Vía y de la estación de metro de Callao. El alojamiento proporciona WiFi gratuita.

Las habitaciones disponen de aire acondicionado, están decoradas en tonos cálidos y tienen baño privado con ducha y artículos de aseo gratuitos.

El Hostal Milan dispone de recepción 24 horas. El personal habla varios idiomas y puede proporcionar información turística.

El alojamiento está a 4,7 km de la estación de tren de Atocha y a 20 minutos en coche del aeropuerto Adolfo Suárez Madrid-Barajas."
One Shot Prado,€ 473,7.9,"El One Shot Prado goza de una ubicación céntrica y ofrece habitaciones de diseño con TV y wifi gratuita. Este alojamiento está situado a solo 150 metros de la plaza de Santa Ana y a 7 minutos a pie de la Puerta del Sol.

Todas las habitaciones están insonorizadas, cuentan con suelo de madera y tienen una decoración moderna y funcional. La TV tipo espejo cuenta con conexión HDMI. Hay caja fuerte, minibar a la carta, zona de vestidor y baño con ducha grande de efecto lluvia.

El barrio de La Latina se encuentra cerca, a 10 minutos a pie, y es popular por sus bares de tapas tradicionales.

El famoso Museo Reina Sofía se encuentra a 1 km, mientras que el Museo Thyssen está a solo 200 metros. El Museo del Prado se halla a 500 metros y el encantador parque del Retiro, a 20 minutos a pie.

Se puede llegar al aeropuerto en transporte público en 40 minutos. Las estaciones de metro más cercanas son Antón Martín y Sevilla."
Negresco Gran Via,€ 525,8.0,"El Negresco Gran Via ofrece wifi gratuita y un centro de negocios en el centro de Madrid. Se encuentra a pocos metros de la Gran Vía y muy cerca a pie de la Puerta del Sol.

Las estaciones de metro Gran Vía y Callao están a menos 200 metros del Negresco Gran Via. Hay muchas tiendas y cafeterías en los alrededores, como El Corte Inglés. El barrio de moda de Chueca y sus discotecas están cerca a pie.

Todas las habitaciones tienen aire acondicionado, calefacción, TV vía satélite y escritorio. También incluyen baño con secador de pelo y ducha moderna.

El Negresco Gran Via alberga recepción 24 horas con mostrador de información turística."
H21 Rooms,€ 170,7.3,"H21 Rooms se encuentra en Madrid, a 14 min a pie de Estación de tren de Atocha y a 700 metros de Museo Thyssen-Bornemisza, y ofrece alojamiento con wifi gratis en todo el alojamiento. Cerca hay lugares de interés populares como Estación de metro Gran Vía, Gran Vía y Puerta del Sol. El alojamiento está a 600 metros del centro de la ciudad y a 10 min a pie de Museo Reina Sofía.

En el hostal o pensión, cada habitación está equipada con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta de Toledo. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
CC Opera Suites,€ 389,8.5,"CC Opera Suites es un alojamiento bien ubicado en el centro de Madrid que ofrece desayuno buffet y wifi gratis en todo el alojamiento. El alojamiento está cerca de varios lugares de interés destacados, a unos 5 min a pie de Plaza Mayor de Madrid, a 500 metros de Gran Vía y a 6 min a pie de Puerta del Sol. Este alojamiento libre de humo se encuentra a 4 min a pie de Mercado de San Miguel.

El hostal o pensión ofrece habitaciones con aire acondicionado, escritorio, hervidor, nevera, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. En CC Opera Suites, cada habitación incluye ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Estación de metro Gran Vía, Estación de metro Plaza de España y Museo Thyssen-Bornemisza. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km del alojamiento."
Hostal A Nuestra Senora de La Paloma,€ 445,8.4,"Este hostal económico goza de una ubicación excepcional en el centro de Madrid, a 250 metros de la Puerta del Sol. Ofrece WiFi gratis en todas sus instalaciones.

El hostal A Nuestra Señora de La Paloma dispone de habitaciones con aire acondicionado, TV y calefacción. Algunas tienen baño privado, balcón o vistas a la ciudad.

La recepción permanece abierta las 24 horas y su amable personal puede ayudar a organizar visitas turísticas. Hay consigna de equipaje gratuita.

El establecimiento se halla a 2 minutos a pie de la Plaza Mayor y está rodeado de tiendas, bares y restaurantes. El Palacio Real de Madrid está a 10 minutos a pie y la Puerta de Atocha, a menos de 2 km. El aeropuerto de Madrid-Barajas se encuentra a 20 minutos en coche."
